ticket_text,category,priority
"Can you add keyboard shortcuts for export tool Low priority, just wanted to check.",Feature Request,Low
"Can you explain the extra charge on my last monthly invoice This is urgent, I need this fixed immediately.",Billing,High
Why did my card get billed for Pro when I already cancelled I have a deadline today and this is critical.,Billing,High
Please add an export option to analytics Please look into this when you get a chance.,Feature Request,Medium
I would love to see offline support for notifications Please look into this when you get a chance.,Feature Request,Medium
"I want to update my payment method for Basic Low priority, just wanted to check.",Billing,Low
The app keeps crashing every time I open the billing portal section Please look into this when you get a chance.,Technical Issue,Medium
"Someone else may have accessed my account without permission Just curious about this, not urgent at all.",Account Access,Low
I forgot my password and the reset link is not working Please look into this when you get a chance.,Account Access,Medium
"The two factor authentication code never arrives This is urgent, I need this fixed immediately.",Account Access,High
"The discount code did not apply to my Basic purchase This is a minor issue, whenever convenient.",Billing,Low
"The two factor authentication code never arrives This is urgent, I need this fixed immediately.",Account Access,High
I need to change the email linked to my account This has been broken for 3 days and no one has responded.,Account Access,High
"Can I use notifications on multiple devices This is a minor issue, whenever convenient.",Product Inquiry,Low
"My invoice shows an incorrect amount for monthly This is a minor issue, whenever convenient.",Billing,Low
"Why did my card get billed for annual when I already cancelled Low priority, just wanted to check.",Billing,Low
I lost all my data after the file upload update This is affecting my work but I have a workaround for now.,Technical Issue,Medium
Is there a student discount available for Basic Please look into this when you get a chance.,Product Inquiry,Medium
Someone else may have accessed my account without permission This is affecting my work but I have a workaround for now.,Account Access,Medium
"My account got suspended and I do not know why This is blocking my entire team from working, please help ASAP.",Account Access,High
Can I use analytics on multiple devices Please look into this when you get a chance.,Product Inquiry,Medium
"I want to update my payment method for Pro Low priority, just wanted to check.",Billing,Low
The app keeps crashing every time I open the file upload section I have a deadline today and this is critical.,Technical Issue,High
Can you explain the extra charge on my last Pro invoice Not blocking me completely but it's annoying.,Billing,Medium
The app keeps crashing every time I open the notifications section Not blocking me completely but it's annoying.,Technical Issue,Medium
The discount code did not apply to my Enterprise purchase Not blocking me completely but it's annoying.,Billing,Medium
I was charged twice for my Enterprise subscription this month This is a major issue affecting our production system.,Billing,High
"The discount code did not apply to my Basic purchase Just curious about this, not urgent at all.",Billing,Low
"Requesting a bulk upload option in notifications Just curious about this, not urgent at all.",Feature Request,Low
The discount code did not apply to my Pro purchase Not blocking me completely but it's annoying.,Billing,Medium
"Someone else may have accessed my account without permission This is blocking my entire team from working, please help ASAP.",Account Access,High
I need a refund for the Premium plan I cancelled last week Would appreciate a fix in the next few days.,Billing,Medium
I was charged twice for my Pro subscription this month This has been broken for 3 days and no one has responded.,Billing,High
I need a refund for the annual plan I cancelled last week This has been broken for 3 days and no one has responded.,Billing,High
The website is extremely slow when I access file upload This has been broken for 3 days and no one has responded.,Technical Issue,High
I want to update my payment method for monthly This has been broken for 3 days and no one has responded.,Billing,High
Do you offer a trial for search before upgrading Not blocking me completely but it's annoying.,Product Inquiry,Medium
Can you explain the extra charge on my last monthly invoice Not blocking me completely but it's annoying.,Billing,Medium
"I would love to see offline support for reporting This is a minor issue, whenever convenient.",Feature Request,Low
The app keeps crashing every time I open the export tool section Would appreciate a fix in the next few days.,Technical Issue,Medium
"I would love to see offline support for export tool This is a minor issue, whenever convenient.",Feature Request,Low
"I forgot my password and the reset link is not working This is blocking my entire team from working, please help ASAP.",Account Access,High
The website is extremely slow when I access search This is a major issue affecting our production system.,Technical Issue,High
Someone else may have accessed my account without permission This is affecting my work but I have a workaround for now.,Account Access,Medium
I lost all my data after the chat support update This is affecting my work but I have a workaround for now.,Technical Issue,Medium
I lost all my data after the file upload update Would appreciate a fix in the next few days.,Technical Issue,Medium
"I would love to see offline support for export tool Low priority, just wanted to check.",Feature Request,Low
"Can you add keyboard shortcuts for dashboard No rush, just wanted to flag this.",Feature Request,Low
What is the difference between Basic and the free plan This is affecting my work but I have a workaround for now.,Product Inquiry,Medium
Someone else may have accessed my account without permission Would appreciate a fix in the next few days.,Account Access,Medium
The dashboard button does nothing when I click it This has been broken for 3 days and no one has responded.,Technical Issue,High
"Can you explain the extra charge on my last monthly invoice Low priority, just wanted to check.",Billing,Low
I lost all my data after the chat support update Please look into this when you get a chance.,Technical Issue,Medium
"Is there a student discount available for Enterprise No rush, just wanted to flag this.",Product Inquiry,Low
I want to update my payment method for Premium Not blocking me completely but it's annoying.,Billing,Medium
Getting a 500 server error on the file upload page This is affecting my work but I have a workaround for now.,Technical Issue,Medium
"reporting is not loading at all on my device No rush, just wanted to flag this.",Technical Issue,Low
"I am getting an error message when I try to use search This is urgent, I need this fixed immediately.",Technical Issue,High
Can I use chat support on multiple devices Would appreciate a fix in the next few days.,Product Inquiry,Medium
I need a refund for the Enterprise plan I cancelled last week I have a deadline today and this is critical.,Billing,High
"It would be great if export tool supported dark mode Just curious about this, not urgent at all.",Feature Request,Low
What integrations are supported with search Would appreciate a fix in the next few days.,Product Inquiry,Medium
Please add an export option to search This is a major issue affecting our production system.,Feature Request,High
The website is extremely slow when I access search I have a deadline today and this is critical.,Technical Issue,High
I am getting an error message when I try to use file upload I have a deadline today and this is critical.,Technical Issue,High
The search button does nothing when I click it This is a major issue affecting our production system.,Technical Issue,High
I was charged twice for my monthly subscription this month This is affecting my work but I have a workaround for now.,Billing,Medium
"I want to update my payment method for Premium No rush, just wanted to flag this.",Billing,Low
Can I use chat support on multiple devices This is a major issue affecting our production system.,Product Inquiry,High
My account got suspended and I do not know why I have a deadline today and this is critical.,Account Access,High
"billing portal is not loading at all on my device This is a minor issue, whenever convenient.",Technical Issue,Low
Requesting a bulk upload option in billing portal This is affecting my work but I have a workaround for now.,Feature Request,Medium
"What integrations are supported with mobile app Low priority, just wanted to check.",Product Inquiry,Low
I want to update my payment method for monthly I have a deadline today and this is critical.,Billing,High
I was charged twice for my Basic subscription this month I have a deadline today and this is critical.,Billing,High
"It would be great if mobile app supported dark mode Low priority, just wanted to check.",Feature Request,Low
Is there a student discount available for monthly Please look into this when you get a chance.,Product Inquiry,Medium
Do you offer a trial for search before upgrading This is a major issue affecting our production system.,Product Inquiry,High
"The discount code did not apply to my monthly purchase This is urgent, I need this fixed immediately.",Billing,High
My account got suspended and I do not know why Would appreciate a fix in the next few days.,Account Access,Medium
It would be great if notifications supported dark mode Please look into this when you get a chance.,Feature Request,Medium
What is the difference between annual and the free plan Not blocking me completely but it's annoying.,Product Inquiry,Medium
Can you add keyboard shortcuts for reporting Would appreciate a fix in the next few days.,Feature Request,Medium
"Can you explain the extra charge on my last annual invoice This is urgent, I need this fixed immediately.",Billing,High
"Requesting a bulk upload option in search No rush, just wanted to flag this.",Feature Request,Low
I am locked out of my account after too many login attempts This is a major issue affecting our production system.,Account Access,High
I am getting an error message when I try to use mobile app Would appreciate a fix in the next few days.,Technical Issue,Medium
"The app keeps crashing every time I open the export tool section Low priority, just wanted to check.",Technical Issue,Low
It would be great if billing portal supported dark mode This is affecting my work but I have a workaround for now.,Feature Request,Medium
I would love to see offline support for file upload This is affecting my work but I have a workaround for now.,Feature Request,Medium
"I need a refund for the annual plan I cancelled last week Just curious about this, not urgent at all.",Billing,Low
"Is there a student discount available for Premium This is a minor issue, whenever convenient.",Product Inquiry,Low
"Requesting a bulk upload option in file upload This is a minor issue, whenever convenient.",Feature Request,Low
I need a refund for the Pro plan I cancelled last week Not blocking me completely but it's annoying.,Billing,Medium
I need to change the email linked to my account Would appreciate a fix in the next few days.,Account Access,Medium
"Is there a student discount available for Enterprise Low priority, just wanted to check.",Product Inquiry,Low
It would be great if export tool supported dark mode I have a deadline today and this is critical.,Feature Request,High
I lost all my data after the chat support update Please look into this when you get a chance.,Technical Issue,Medium
"I was charged twice for my annual subscription this month Low priority, just wanted to check.",Billing,Low
Please add an export option to search Not blocking me completely but it's annoying.,Feature Request,Medium
"mobile app is not loading at all on my device Just curious about this, not urgent at all.",Technical Issue,Low
The website is extremely slow when I access search I have a deadline today and this is critical.,Technical Issue,High
"It would be great if mobile app supported dark mode This is a minor issue, whenever convenient.",Feature Request,Low
Please add an export option to reporting This is affecting my work but I have a workaround for now.,Feature Request,Medium
"Can I use mobile app on multiple devices This is a minor issue, whenever convenient.",Product Inquiry,Low
"I need a refund for the Premium plan I cancelled last week This is blocking my entire team from working, please help ASAP.",Billing,High
"A calendar view for analytics would be really useful Low priority, just wanted to check.",Feature Request,Low
I was charged twice for my monthly subscription this month This is a major issue affecting our production system.,Billing,High
I need to change the email linked to my account This is affecting my work but I have a workaround for now.,Account Access,Medium
"Do you offer a trial for file upload before upgrading No rush, just wanted to flag this.",Product Inquiry,Low
"Can you add keyboard shortcuts for mobile app Just curious about this, not urgent at all.",Feature Request,Low
"I forgot my password and the reset link is not working This is blocking my entire team from working, please help ASAP.",Account Access,High
"What is the difference between Pro and the free plan Just curious about this, not urgent at all.",Product Inquiry,Low
"I am getting an error message when I try to use reporting This is urgent, I need this fixed immediately.",Technical Issue,High
The website is extremely slow when I access billing portal This has been broken for 3 days and no one has responded.,Technical Issue,High
"What is the difference between annual and the free plan Low priority, just wanted to check.",Product Inquiry,Low
My invoice shows an incorrect amount for Basic This is affecting my work but I have a workaround for now.,Billing,Medium
"Getting a 500 server error on the dashboard page This is a minor issue, whenever convenient.",Technical Issue,Low
My invoice shows an incorrect amount for Premium Not blocking me completely but it's annoying.,Billing,Medium
"Requesting a bulk upload option in dashboard Just curious about this, not urgent at all.",Feature Request,Low
"My invoice shows an incorrect amount for Enterprise Low priority, just wanted to check.",Billing,Low
I am getting an error message when I try to use export tool This is a major issue affecting our production system.,Technical Issue,High
I lost all my data after the search update I have a deadline today and this is critical.,Technical Issue,High
How many users can I add under the annual plan Not blocking me completely but it's annoying.,Product Inquiry,Medium
The app keeps crashing every time I open the mobile app section Not blocking me completely but it's annoying.,Technical Issue,Medium
I lost all my data after the reporting update This is a major issue affecting our production system.,Technical Issue,High
"It would be great if search supported dark mode No rush, just wanted to flag this.",Feature Request,Low
"Do you offer a trial for export tool before upgrading No rush, just wanted to flag this.",Product Inquiry,Low
"How many users can I add under the Enterprise plan Low priority, just wanted to check.",Product Inquiry,Low
The analytics button does nothing when I click it This is a major issue affecting our production system.,Technical Issue,High
Why did my card get billed for Pro when I already cancelled This is affecting my work but I have a workaround for now.,Billing,Medium
I need a refund for the annual plan I cancelled last week This is affecting my work but I have a workaround for now.,Billing,Medium
I want to update my payment method for monthly Please look into this when you get a chance.,Billing,Medium
"It would be great if mobile app supported dark mode Just curious about this, not urgent at all.",Feature Request,Low
Can I use reporting on multiple devices Would appreciate a fix in the next few days.,Product Inquiry,Medium
I need to change the email linked to my account Would appreciate a fix in the next few days.,Account Access,Medium
"What integrations are supported with analytics Low priority, just wanted to check.",Product Inquiry,Low
search is not loading at all on my device I have a deadline today and this is critical.,Technical Issue,High
"Can you add keyboard shortcuts for analytics No rush, just wanted to flag this.",Feature Request,Low
The website is extremely slow when I access reporting This is a major issue affecting our production system.,Technical Issue,High
"What integrations are supported with search No rush, just wanted to flag this.",Product Inquiry,Low
The website is extremely slow when I access dashboard This is affecting my work but I have a workaround for now.,Technical Issue,Medium
"How many users can I add under the Enterprise plan This is blocking my entire team from working, please help ASAP.",Product Inquiry,High
"I cannot log into my account, it says password incorrect Not blocking me completely but it's annoying.",Account Access,Medium
"Please consider adding multi-language support to chat support No rush, just wanted to flag this.",Feature Request,Low
Getting a 500 server error on the notifications page This is a major issue affecting our production system.,Technical Issue,High
I am locked out of my account after too many login attempts This is affecting my work but I have a workaround for now.,Account Access,Medium
Please add an export option to dashboard Please look into this when you get a chance.,Feature Request,Medium
The app keeps crashing every time I open the analytics section This has been broken for 3 days and no one has responded.,Technical Issue,High
"How many users can I add under the Pro plan This is urgent, I need this fixed immediately.",Product Inquiry,High
"Can you explain the extra charge on my last Premium invoice Just curious about this, not urgent at all.",Billing,Low
I need to change the email linked to my account This is affecting my work but I have a workaround for now.,Account Access,Medium
Is there a student discount available for annual Not blocking me completely but it's annoying.,Product Inquiry,Medium
"It would be great if billing portal supported dark mode Just curious about this, not urgent at all.",Feature Request,Low
"The discount code did not apply to my annual purchase Just curious about this, not urgent at all.",Billing,Low
"Is there a student discount available for annual Just curious about this, not urgent at all.",Product Inquiry,Low
"Do you offer a trial for export tool before upgrading Low priority, just wanted to check.",Product Inquiry,Low
I need a refund for the Basic plan I cancelled last week This is affecting my work but I have a workaround for now.,Billing,Medium
"The analytics button does nothing when I click it No rush, just wanted to flag this.",Technical Issue,Low
I am locked out of my account after too many login attempts I have a deadline today and this is critical.,Account Access,High
Can you explain the extra charge on my last Pro invoice This is affecting my work but I have a workaround for now.,Billing,Medium
"Can you add keyboard shortcuts for mobile app This is a minor issue, whenever convenient.",Feature Request,Low
"Getting a 500 server error on the chat support page This is blocking my entire team from working, please help ASAP.",Technical Issue,High
"The file upload button does nothing when I click it This is urgent, I need this fixed immediately.",Technical Issue,High
I was charged twice for my monthly subscription this month Please look into this when you get a chance.,Billing,Medium
"Can I use file upload on multiple devices Just curious about this, not urgent at all.",Product Inquiry,Low
What is the difference between annual and the free plan This is affecting my work but I have a workaround for now.,Product Inquiry,Medium
"Can you explain the extra charge on my last Enterprise invoice No rush, just wanted to flag this.",Billing,Low
"Can you add keyboard shortcuts for reporting No rush, just wanted to flag this.",Feature Request,Low
"I would love to see offline support for dashboard This is blocking my entire team from working, please help ASAP.",Feature Request,High
How many users can I add under the Basic plan Would appreciate a fix in the next few days.,Product Inquiry,Medium
I lost all my data after the mobile app update This is a major issue affecting our production system.,Technical Issue,High
The two factor authentication code never arrives This has been broken for 3 days and no one has responded.,Account Access,High
The two factor authentication code never arrives This is a major issue affecting our production system.,Account Access,High
I lost all my data after the mobile app update Would appreciate a fix in the next few days.,Technical Issue,Medium
"I lost all my data after the analytics update This is blocking my entire team from working, please help ASAP.",Technical Issue,High
What integrations are supported with reporting This is affecting my work but I have a workaround for now.,Product Inquiry,Medium
"Requesting a bulk upload option in file upload Just curious about this, not urgent at all.",Feature Request,Low
"My account got suspended and I do not know why This is blocking my entire team from working, please help ASAP.",Account Access,High
"My invoice shows an incorrect amount for Premium No rush, just wanted to flag this.",Billing,Low
Do you offer a trial for chat support before upgrading Would appreciate a fix in the next few days.,Product Inquiry,Medium
"I cannot log into my account, it says password incorrect This is a major issue affecting our production system.",Account Access,High
I lost all my data after the search update I have a deadline today and this is critical.,Technical Issue,High
The two factor authentication code never arrives This has been broken for 3 days and no one has responded.,Account Access,High
Why did my card get billed for annual when I already cancelled This is affecting my work but I have a workaround for now.,Billing,Medium
Getting a 500 server error on the analytics page Not blocking me completely but it's annoying.,Technical Issue,Medium
I was charged twice for my Pro subscription this month I have a deadline today and this is critical.,Billing,High
Someone else may have accessed my account without permission Would appreciate a fix in the next few days.,Account Access,Medium
"What integrations are supported with export tool Low priority, just wanted to check.",Product Inquiry,Low
What is the difference between Pro and the free plan This is affecting my work but I have a workaround for now.,Product Inquiry,Medium
Someone else may have accessed my account without permission This has been broken for 3 days and no one has responded.,Account Access,High
I was charged twice for my Basic subscription this month Please look into this when you get a chance.,Billing,Medium
How many users can I add under the Basic plan This is affecting my work but I have a workaround for now.,Product Inquiry,Medium
I want to update my payment method for Enterprise I have a deadline today and this is critical.,Billing,High
"Do you offer a trial for reporting before upgrading This is a minor issue, whenever convenient.",Product Inquiry,Low
"I was charged twice for my monthly subscription this month Just curious about this, not urgent at all.",Billing,Low
"Is there a student discount available for annual This is a minor issue, whenever convenient.",Product Inquiry,Low
"Please add an export option to export tool Low priority, just wanted to check.",Feature Request,Low
Please consider adding multi-language support to search Would appreciate a fix in the next few days.,Feature Request,Medium
How many users can I add under the Pro plan Would appreciate a fix in the next few days.,Product Inquiry,Medium
Can I use chat support on multiple devices This is a major issue affecting our production system.,Product Inquiry,High
notifications is not loading at all on my device Not blocking me completely but it's annoying.,Technical Issue,Medium
"Can I use analytics on multiple devices This is a minor issue, whenever convenient.",Product Inquiry,Low
Can you explain the extra charge on my last Premium invoice Not blocking me completely but it's annoying.,Billing,Medium
"What is the difference between Pro and the free plan This is a minor issue, whenever convenient.",Product Inquiry,Low
"I cannot log into my account, it says password incorrect Would appreciate a fix in the next few days.",Account Access,Medium
Someone else may have accessed my account without permission Not blocking me completely but it's annoying.,Account Access,Medium
"The reporting button does nothing when I click it This is urgent, I need this fixed immediately.",Technical Issue,High
"How many users can I add under the Enterprise plan Low priority, just wanted to check.",Product Inquiry,Low
reporting is not loading at all on my device This is a major issue affecting our production system.,Technical Issue,High
My invoice shows an incorrect amount for Basic This has been broken for 3 days and no one has responded.,Billing,High
"My invoice shows an incorrect amount for Basic This is blocking my entire team from working, please help ASAP.",Billing,High
"I forgot my password and the reset link is not working Low priority, just wanted to check.",Account Access,Low
I need a refund for the Basic plan I cancelled last week This has been broken for 3 days and no one has responded.,Billing,High
Can you explain the extra charge on my last Enterprise invoice I have a deadline today and this is critical.,Billing,High
"What integrations are supported with billing portal This is a minor issue, whenever convenient.",Product Inquiry,Low
"What integrations are supported with mobile app No rush, just wanted to flag this.",Product Inquiry,Low
The website is extremely slow when I access billing portal This is affecting my work but I have a workaround for now.,Technical Issue,Medium
"Is there a student discount available for monthly This is a minor issue, whenever convenient.",Product Inquiry,Low
I want to update my payment method for annual This has been broken for 3 days and no one has responded.,Billing,High
"I am locked out of my account after too many login attempts This is a minor issue, whenever convenient.",Account Access,Low
My invoice shows an incorrect amount for monthly This is affecting my work but I have a workaround for now.,Billing,Medium
My account got suspended and I do not know why Please look into this when you get a chance.,Account Access,Medium
Can you explain the extra charge on my last monthly invoice This is affecting my work but I have a workaround for now.,Billing,Medium
"I need to change the email linked to my account This is urgent, I need this fixed immediately.",Account Access,High
"Can you add keyboard shortcuts for dashboard This is blocking my entire team from working, please help ASAP.",Feature Request,High
"A calendar view for reporting would be really useful Just curious about this, not urgent at all.",Feature Request,Low
"A calendar view for file upload would be really useful Low priority, just wanted to check.",Feature Request,Low
"The app keeps crashing every time I open the analytics section This is blocking my entire team from working, please help ASAP.",Technical Issue,High
"I cannot log into my account, it says password incorrect Not blocking me completely but it's annoying.",Account Access,Medium
I lost all my data after the search update This has been broken for 3 days and no one has responded.,Technical Issue,High
I need to change the email linked to my account This is a major issue affecting our production system.,Account Access,High
The website is extremely slow when I access chat support Not blocking me completely but it's annoying.,Technical Issue,Medium
The discount code did not apply to my monthly purchase This is affecting my work but I have a workaround for now.,Billing,Medium
"Can you explain the extra charge on my last Premium invoice This is urgent, I need this fixed immediately.",Billing,High
"A calendar view for mobile app would be really useful Low priority, just wanted to check.",Feature Request,Low
Please add an export option to chat support Would appreciate a fix in the next few days.,Feature Request,Medium
"I was charged twice for my annual subscription this month This is blocking my entire team from working, please help ASAP.",Billing,High
"The mobile app button does nothing when I click it This is blocking my entire team from working, please help ASAP.",Technical Issue,High
I was charged twice for my annual subscription this month Would appreciate a fix in the next few days.,Billing,Medium
I need a refund for the Pro plan I cancelled last week Please look into this when you get a chance.,Billing,Medium
"Getting a 500 server error on the billing portal page This is urgent, I need this fixed immediately.",Technical Issue,High
My account got suspended and I do not know why Please look into this when you get a chance.,Account Access,Medium
"Can you add keyboard shortcuts for dashboard Just curious about this, not urgent at all.",Feature Request,Low
"My invoice shows an incorrect amount for annual This is blocking my entire team from working, please help ASAP.",Billing,High
"I would love to see offline support for mobile app This is a minor issue, whenever convenient.",Feature Request,Low
"Please consider adding multi-language support to search Low priority, just wanted to check.",Feature Request,Low
The discount code did not apply to my monthly purchase Not blocking me completely but it's annoying.,Billing,Medium
"Does the Pro plan include reporting access Just curious about this, not urgent at all.",Product Inquiry,Low
"I lost all my data after the notifications update Just curious about this, not urgent at all.",Technical Issue,Low
"Can you add keyboard shortcuts for analytics Low priority, just wanted to check.",Feature Request,Low
My account got suspended and I do not know why Not blocking me completely but it's annoying.,Account Access,Medium
"Please consider adding multi-language support to file upload Low priority, just wanted to check.",Feature Request,Low
"Does the monthly plan include dashboard access No rush, just wanted to flag this.",Product Inquiry,Low
Please add an export option to dashboard This is affecting my work but I have a workaround for now.,Feature Request,Medium
The dashboard button does nothing when I click it Would appreciate a fix in the next few days.,Technical Issue,Medium
"Requesting a bulk upload option in export tool This is a minor issue, whenever convenient.",Feature Request,Low
I was charged twice for my Enterprise subscription this month I have a deadline today and this is critical.,Billing,High
My account got suspended and I do not know why I have a deadline today and this is critical.,Account Access,High
"Can you explain the extra charge on my last Enterprise invoice No rush, just wanted to flag this.",Billing,Low
I need to change the email linked to my account This is a major issue affecting our production system.,Account Access,High
Can you explain the extra charge on my last monthly invoice This is a major issue affecting our production system.,Billing,High
Does the Basic plan include file upload access Not blocking me completely but it's annoying.,Product Inquiry,Medium
"What integrations are supported with mobile app No rush, just wanted to flag this.",Product Inquiry,Low
Does the Premium plan include search access This is a major issue affecting our production system.,Product Inquiry,High
"Please add an export option to search This is a minor issue, whenever convenient.",Feature Request,Low
"I want to update my payment method for monthly No rush, just wanted to flag this.",Billing,Low
The website is extremely slow when I access analytics I have a deadline today and this is critical.,Technical Issue,High
Why did my card get billed for annual when I already cancelled Would appreciate a fix in the next few days.,Billing,Medium
"Why did my card get billed for annual when I already cancelled This is a minor issue, whenever convenient.",Billing,Low
The website is extremely slow when I access mobile app This is a major issue affecting our production system.,Technical Issue,High
"I lost all my data after the search update This is urgent, I need this fixed immediately.",Technical Issue,High
I need to change the email linked to my account Please look into this when you get a chance.,Account Access,Medium
I want to update my payment method for Enterprise This is affecting my work but I have a workaround for now.,Billing,Medium
The two factor authentication code never arrives This is affecting my work but I have a workaround for now.,Account Access,Medium
"My account got suspended and I do not know why This is urgent, I need this fixed immediately.",Account Access,High
"I am getting an error message when I try to use file upload This is urgent, I need this fixed immediately.",Technical Issue,High
"I want to update my payment method for Basic This is a minor issue, whenever convenient.",Billing,Low
"I cannot log into my account, it says password incorrect This has been broken for 3 days and no one has responded.",Account Access,High
I need a refund for the Pro plan I cancelled last week This is a major issue affecting our production system.,Billing,High
"A calendar view for search would be really useful This is a minor issue, whenever convenient.",Feature Request,Low
"Why did my card get billed for annual when I already cancelled This is blocking my entire team from working, please help ASAP.",Billing,High
I need a refund for the Pro plan I cancelled last week This has been broken for 3 days and no one has responded.,Billing,High
I was charged twice for my Enterprise subscription this month Would appreciate a fix in the next few days.,Billing,Medium
I was charged twice for my Premium subscription this month This has been broken for 3 days and no one has responded.,Billing,High
"Please consider adding multi-language support to file upload No rush, just wanted to flag this.",Feature Request,Low
I am getting an error message when I try to use notifications Please look into this when you get a chance.,Technical Issue,Medium
My invoice shows an incorrect amount for annual Not blocking me completely but it's annoying.,Billing,Medium
The app keeps crashing every time I open the file upload section I have a deadline today and this is critical.,Technical Issue,High
I lost all my data after the dashboard update Not blocking me completely but it's annoying.,Technical Issue,Medium
Can you explain the extra charge on my last Premium invoice This has been broken for 3 days and no one has responded.,Billing,High
The app keeps crashing every time I open the analytics section This is affecting my work but I have a workaround for now.,Technical Issue,Medium
What is the difference between annual and the free plan Would appreciate a fix in the next few days.,Product Inquiry,Medium
Can you add keyboard shortcuts for search This is affecting my work but I have a workaround for now.,Feature Request,Medium
"Requesting a bulk upload option in mobile app Just curious about this, not urgent at all.",Feature Request,Low
"Please add an export option to reporting This is a minor issue, whenever convenient.",Feature Request,Low
"I cannot log into my account, it says password incorrect No rush, just wanted to flag this.",Account Access,Low
dashboard is not loading at all on my device Not blocking me completely but it's annoying.,Technical Issue,Medium
Can I use chat support on multiple devices This is affecting my work but I have a workaround for now.,Product Inquiry,Medium
"My invoice shows an incorrect amount for Pro Just curious about this, not urgent at all.",Billing,Low
"Requesting a bulk upload option in mobile app This is a minor issue, whenever convenient.",Feature Request,Low
I need a refund for the Basic plan I cancelled last week This is a major issue affecting our production system.,Billing,High
Do you offer a trial for file upload before upgrading Not blocking me completely but it's annoying.,Product Inquiry,Medium
Is there a student discount available for Pro Please look into this when you get a chance.,Product Inquiry,Medium
"What integrations are supported with chat support This is a minor issue, whenever convenient.",Product Inquiry,Low
The billing portal button does nothing when I click it This has been broken for 3 days and no one has responded.,Technical Issue,High
"I would love to see offline support for file upload This is a minor issue, whenever convenient.",Feature Request,Low
"Is there a student discount available for Basic Low priority, just wanted to check.",Product Inquiry,Low
I forgot my password and the reset link is not working Please look into this when you get a chance.,Account Access,Medium
"It would be great if notifications supported dark mode No rush, just wanted to flag this.",Feature Request,Low
"I lost all my data after the analytics update No rush, just wanted to flag this.",Technical Issue,Low
I would love to see offline support for dashboard Not blocking me completely but it's annoying.,Feature Request,Medium
Can I use notifications on multiple devices Would appreciate a fix in the next few days.,Product Inquiry,Medium
"It would be great if search supported dark mode Low priority, just wanted to check.",Feature Request,Low
Does the monthly plan include search access This is affecting my work but I have a workaround for now.,Product Inquiry,Medium
Is there a student discount available for Premium This has been broken for 3 days and no one has responded.,Product Inquiry,High
Please consider adding multi-language support to notifications I have a deadline today and this is critical.,Feature Request,High
Getting a 500 server error on the billing portal page This has been broken for 3 days and no one has responded.,Technical Issue,High
"I cannot log into my account, it says password incorrect This is affecting my work but I have a workaround for now.",Account Access,Medium
"How many users can I add under the Enterprise plan Just curious about this, not urgent at all.",Product Inquiry,Low
A calendar view for reporting would be really useful This is affecting my work but I have a workaround for now.,Feature Request,Medium
The dashboard button does nothing when I click it I have a deadline today and this is critical.,Technical Issue,High
Can I use reporting on multiple devices This is affecting my work but I have a workaround for now.,Product Inquiry,Medium
The app keeps crashing every time I open the chat support section This has been broken for 3 days and no one has responded.,Technical Issue,High
"How many users can I add under the Basic plan This is a minor issue, whenever convenient.",Product Inquiry,Low
I lost all my data after the notifications update This has been broken for 3 days and no one has responded.,Technical Issue,High
Can you explain the extra charge on my last annual invoice This is a major issue affecting our production system.,Billing,High
My account got suspended and I do not know why This is affecting my work but I have a workaround for now.,Account Access,Medium
My invoice shows an incorrect amount for Pro Please look into this when you get a chance.,Billing,Medium
The export tool button does nothing when I click it Would appreciate a fix in the next few days.,Technical Issue,Medium
"I cannot log into my account, it says password incorrect This is blocking my entire team from working, please help ASAP.",Account Access,High
Getting a 500 server error on the export tool page This is affecting my work but I have a workaround for now.,Technical Issue,Medium
"Do you offer a trial for file upload before upgrading No rush, just wanted to flag this.",Product Inquiry,Low
The two factor authentication code never arrives Not blocking me completely but it's annoying.,Account Access,Medium
It would be great if notifications supported dark mode Would appreciate a fix in the next few days.,Feature Request,Medium
"My account got suspended and I do not know why This is blocking my entire team from working, please help ASAP.",Account Access,High
"It would be great if export tool supported dark mode No rush, just wanted to flag this.",Feature Request,Low
"Do you offer a trial for export tool before upgrading Just curious about this, not urgent at all.",Product Inquiry,Low
"How many users can I add under the Premium plan Just curious about this, not urgent at all.",Product Inquiry,Low
I lost all my data after the notifications update Not blocking me completely but it's annoying.,Technical Issue,Medium
What integrations are supported with export tool Would appreciate a fix in the next few days.,Product Inquiry,Medium
"The app keeps crashing every time I open the dashboard section This is urgent, I need this fixed immediately.",Technical Issue,High
The analytics button does nothing when I click it I have a deadline today and this is critical.,Technical Issue,High
"My account got suspended and I do not know why This is blocking my entire team from working, please help ASAP.",Account Access,High
The two factor authentication code never arrives This is a major issue affecting our production system.,Account Access,High
I need to change the email linked to my account Would appreciate a fix in the next few days.,Account Access,Medium
"Do you offer a trial for export tool before upgrading This is a minor issue, whenever convenient.",Product Inquiry,Low
"notifications is not loading at all on my device No rush, just wanted to flag this.",Technical Issue,Low
"The website is extremely slow when I access notifications Just curious about this, not urgent at all.",Technical Issue,Low
"What integrations are supported with dashboard Just curious about this, not urgent at all.",Product Inquiry,Low
"Please consider adding multi-language support to file upload No rush, just wanted to flag this.",Feature Request,Low
I lost all my data after the file upload update Would appreciate a fix in the next few days.,Technical Issue,Medium
My invoice shows an incorrect amount for Premium Not blocking me completely but it's annoying.,Billing,Medium
"A calendar view for export tool would be really useful This is a minor issue, whenever convenient.",Feature Request,Low
